sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
627,Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Levofloxacin,,,5.34,70.0,26.06,spherical,MIC,1.0,,,,0.062,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
628,Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,64.0,,,,16.0,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
629,Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,32.0,,,,32.0,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
630,Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,2.0,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
631,Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,0.5,,,,0.5,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
632,Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,2.0,,,,2.0,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
633,Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Meropenem,,,5.34,70.0,26.06,spherical,MIC,0.5,,,,0.25,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
634,Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.5,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
635,Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.25,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
636,Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.5,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
637,Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.5,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
638,Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.25,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
639,Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Colistin,,,5.34,70.0,26.06,spherical,MIC,0.25,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
640,Ag,Pseudomonas aeruginosa,RME 28,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,128.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
641,Ag,Pseudomonas aeruginosa,RME 29,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,128.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
642,Ag,Pseudomonas aeruginosa,RME 30,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,128.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
643,Ag,Pseudomonas aeruginosa,RME 31,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,16.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
644,Ag,Pseudomonas aeruginosa,RME 32,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,128.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
645,Ag,Pseudomonas aeruginosa,RME 33,green_synthesis from fungus Aspergillus flavus,Piperacillin,,,5.34,70.0,26.06,spherical,MIC,8.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
646,Ag,Pseudomonas aeruginosa,RME 34,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
647,Ag,Pseudomonas aeruginosa,RME 35,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
648,Ag,Pseudomonas aeruginosa,RME 36,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
649,Ag,Pseudomonas aeruginosa,RME 37,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
650,Ag,Pseudomonas aeruginosa,RME 38,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
651,Ag,Pseudomonas aeruginosa,RME 39,green_synthesis from fungus Aspergillus flavus,Tazobactam,,,5.34,70.0,26.06,spherical,MIC,4.0,,,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,10.1111/lam.13759,22,24.0,,,,,,Letters in Applied Microbiology,Oxford University Press (OUP),2022,Biologically synthesized silver nanoparticles as potent antibacterial effective against multidrug-resistant Pseudomonas aeruginosa,False,True,hybrid,22_lambio0680.pdf,1
652,Ag,Escherichia coli,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,14.27,0.15,14.27,0.15,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
653,Ag,Pseudomonas aeruginosa,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,13.33,0.15,17.13,0.15,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
654,Ag,Klebsiella pneumoniae,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,5.67,0.25,16.13,0.06,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
655,Ag,Enterococcus faecalis,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,17.53,0.21,19.47,0.06,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
656,Ag,Bacillus subtilis,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,24.37,0.23,16.43,0.21,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
657,Ag,Staphylococcus aureus,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,5.97,0.15,16.15,0.07,,,,,R,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
658,Ag,Staphylococcus aureus,,green_synthesis from fungus,Streptomycin,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,25.33,0.15,14.27,0.12,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
659,Ag,Candida albicans,,green_synthesis from fungus,Fluconazole,1000.0,1000.0,8,20.0,14.0,spherical,well_diffusion,10.12,0.1,18.13,0.02,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
660,Ag,Escherichia coli,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,3.125,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
661,Ag,Enterococcus faecalis,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,3.125,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
662,Ag,Staphylococcus aureus,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,3.125,,,,,-10,R,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
663,Ag,Candida albicans,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,3.125,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
664,Ag,Pseudomonas aeruginosa,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,6.25,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
665,Ag,Klebsiella pneumoniae,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,6.25,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
666,Ag,Bacillus subtilis,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,6.25,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
667,Ag,Staphylococcus aureus,,green_synthesis from fungus,,,,8,20.0,14.0,spherical,MIC,,,12.5,,,,,-10,,,,https://www.sciencedirect.com/science/article/pii/S0944501315300136,10.1016/j.micres.2015.09.009,23,24.0,,,,,,Microbiological Research,Elsevier BV,2016,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",False,True,bronze,23_1-s2.0-S0944501315300136-main.pdf,1
